Time,Channel A
(ms),(mV)

0.00000000,-42.55044000
0.00001600,-40.84645000
0.00003200,-39.14247000
0.00004800,-34.03666000
0.00006400,-34.03666000
0.00008000,-30.63484000
0.00009600,-27.23302000
0.00011200,-23.82505000
0.00012800,-20.42323000
0.00014400,-18.71924000
0.00016000,-15.31742000
0.00017600,-11.90945000
0.00019200,-10.21161000
0.00020800,-6.80364100
0.00022400,-3.40182100
0.00024000,0.00000000
0.00025600,3.40182100
0.00027200,6.80364100
0.00028800,8.50762700
0.00030400,11.90945000
0.00032000,15.31742000
0.00033600,18.71924000
0.00035200,20.42323000
0.00036800,23.82505000
0.00038400,27.23302000
0.00040000,28.93085000
0.00041600,32.33883000
0.00043200,35.74065000
0.00044800,37.44463000
0.00046400,40.84645000
0.00048000,42.55044000
0.00049600,45.95226000
0.00051200,47.65625000
0.00052800,51.05807000
0.00054400,52.76205000
0.00056000,56.16388000
0.00057600,54.46604000
0.00059200,59.57185000
0.00060800,59.57185000
0.00062400,62.97367000
0.00064000,61.27583000
0.00065600,66.38164000
0.00067200,64.67765000
0.00068800,68.07948000
0.00070400,68.07948000
0.00072000,69.78346000
0.00073600,68.07948000
0.00075200,69.78346000
0.00076800,69.78346000
0.00078400,69.78346000
0.00080000,69.78346000
0.00081600,71.48744000
0.00083200,69.78346000
0.00084800,71.48744000
0.00086400,66.38164000
0.00088000,69.78346000
0.00089600,66.38164000
0.00091200,68.07948000
0.00092800,62.97367000
0.00094400,64.67765000
0.00096000,61.27583000
0.00097600,61.27583000
0.00099200,57.86786000
0.00100800,57.86786000
0.00102400,52.76205000
0.00104000,54.46604000
0.00105600,49.36023000
0.00107200,49.36023000
0.00108800,44.25443000
0.00110400,44.25443000
0.00112000,39.14247000
0.00113600,39.14247000
0.00115200,34.03666000
0.00116800,34.03666000
0.00118400,28.93085000
0.00120000,28.93085000
0.00121600,22.12721000
0.00123200,22.12721000
0.00124800,17.01525000
0.00126400,17.01525000
0.00128000,10.21161000
0.00129600,10.21161000
0.00131200,5.10580700
