Time,Channel A
(ms),(mV)

0.00000000,-34.03666000
0.00001600,-30.63484000
0.00003200,-35.74065000
0.00004800,-34.03666000
0.00006400,-35.74065000
0.00008000,-34.03666000
0.00009600,-37.44463000
0.00011200,-35.74065000
0.00012800,-35.74065000
0.00014400,-34.03666000
0.00016000,-37.44463000
0.00017600,-35.74065000
0.00019200,-35.74065000
0.00020800,-34.03666000
0.00022400,-37.44463000
0.00024000,-34.03666000
0.00025600,-35.74065000
0.00027200,-32.33883000
0.00028800,-35.74065000
0.00030400,-30.63484000
0.00032000,-34.03666000
0.00033600,-30.63484000
0.00035200,-32.33883000
0.00036800,-27.23302000
0.00038400,-28.93085000
0.00040000,-27.23302000
0.00041600,-27.23302000
0.00043200,-23.82505000
0.00044800,-25.52903000
0.00046400,-22.12721000
0.00048000,-22.12721000
0.00049600,-20.42323000
0.00051200,-18.71924000
0.00052800,-17.01525000
0.00054400,-17.01525000
0.00056000,-13.61343000
0.00057600,-13.61343000
0.00059200,-10.21161000
0.00060800,-11.90945000
0.00062400,-6.80364100
0.00064000,-8.50762700
0.00065600,-3.40182100
0.00067200,-5.10580700
0.00068800,-1.69783400
0.00070400,0.00000000
0.00072000,1.69783400
0.00073600,1.69783400
0.00075200,5.10580700
0.00076800,5.10580700
0.00078400,8.50762700
0.00080000,6.80364100
0.00081600,10.21161000
0.00083200,11.90945000
0.00084800,13.61343000
0.00086400,15.31742000
0.00088000,17.01525000
0.00089600,17.01525000
0.00091200,20.42323000
0.00092800,18.71924000
0.00094400,22.12721000
0.00096000,22.12721000
0.00097600,23.82505000
0.00099200,25.52903000
0.00100800,27.23302000
0.00102400,27.23302000
0.00104000,27.23302000
0.00105600,30.63484000
0.00107200,30.63484000
0.00108800,30.63484000
0.00110400,32.33883000
0.00112000,32.33883000
0.00113600,32.33883000
0.00115200,32.33883000
0.00116800,34.03666000
0.00118400,32.33883000
0.00120000,35.74065000
0.00121600,34.03666000
0.00123200,34.03666000
0.00124800,34.03666000
0.00126400,34.03666000
0.00128000,34.03666000
