Time,Channel A
(ms),(mV)

0.00000000,62.97367000
0.00001600,61.27583000
0.00003200,62.97367000
0.00004800,61.27583000
0.00006400,62.97367000
0.00008000,59.57185000
0.00009600,61.27583000
0.00011200,57.86786000
0.00012800,57.86786000
0.00014400,56.16388000
0.00016000,56.16388000
0.00017600,54.46604000
0.00019200,51.05807000
0.00020800,51.05807000
0.00022400,49.36023000
0.00024000,47.65625000
0.00025600,44.25443000
0.00027200,44.25443000
0.00028800,40.84645000
0.00030400,39.14247000
0.00032000,37.44463000
0.00033600,34.03666000
0.00035200,32.33883000
0.00036800,28.93085000
0.00038400,27.23302000
0.00040000,22.12721000
0.00041600,22.12721000
0.00043200,17.01525000
0.00044800,15.31742000
0.00046400,11.90945000
0.00048000,10.21161000
0.00049600,6.80364100
0.00051200,3.40182100
0.00052800,1.69783400
0.00054400,-3.40182100
0.00056000,-5.10580700
0.00057600,-8.50762700
0.00059200,-11.90945000
0.00060800,-13.61343000
0.00062400,-17.01525000
0.00064000,-20.42323000
0.00065600,-23.82505000
0.00067200,-25.52903000
0.00068800,-27.23302000
0.00070400,-30.63484000
0.00072000,-34.03666000
0.00073600,-37.44463000
0.00075200,-37.44463000
0.00076800,-42.55044000
0.00078400,-42.55044000
0.00080000,-45.95226000
0.00081600,-45.95226000
0.00083200,-51.05807000
0.00084800,-49.36023000
0.00086400,-54.46604000
0.00088000,-54.46604000
0.00089600,-56.16388000
0.00091200,-57.86786000
0.00092800,-57.86786000
0.00094400,-61.27583000
0.00096000,-61.27583000
0.00097600,-61.27583000
0.00099200,-62.97367000
0.00100800,-62.97367000
0.00102400,-66.38164000
0.00104000,-62.97367000
0.00105600,-66.38164000
0.00107200,-62.97367000
0.00108800,-66.38164000
0.00110400,-62.97367000
0.00112000,-66.38164000
0.00113600,-62.97367000
0.00115200,-66.38164000
0.00116800,-61.27583000
0.00118400,-64.67765000
0.00120000,-59.57185000
0.00121600,-61.27583000
0.00123200,-59.57185000
0.00124800,-57.86786000
0.00126400,-56.16388000
