Time,Channel A
(ms),(mV)

0.00000000,-17.01525000
0.00001600,-17.01525000
0.00003200,-13.61343000
0.00004800,-11.90945000
0.00006400,-8.50762700
0.00008000,-6.80364100
0.00009600,-3.40182100
0.00011200,-3.40182100
0.00012800,1.69783400
0.00014400,1.69783400
0.00016000,6.80364100
0.00017600,8.50762700
0.00019200,10.21161000
0.00020800,11.90945000
0.00022400,15.31742000
0.00024000,17.01525000
0.00025600,18.71924000
0.00027200,22.12721000
0.00028800,23.82505000
0.00030400,25.52903000
0.00032000,28.93085000
0.00033600,28.93085000
0.00035200,32.33883000
0.00036800,34.03666000
0.00038400,35.74065000
0.00040000,37.44463000
0.00041600,39.14247000
0.00043200,40.84645000
0.00044800,42.55044000
0.00046400,44.25443000
0.00048000,44.25443000
0.00049600,45.95226000
0.00051200,45.95226000
0.00052800,49.36023000
0.00054400,47.65625000
0.00056000,51.05807000
0.00057600,47.65625000
0.00059200,52.76205000
0.00060800,49.36023000
0.00062400,54.46604000
0.00064000,51.05807000
0.00065600,54.46604000
0.00067200,51.05807000
0.00068800,52.76205000
0.00070400,52.76205000
0.00072000,52.76205000
0.00073600,51.05807000
0.00075200,51.05807000
0.00076800,51.05807000
0.00078400,51.05807000
0.00080000,49.36023000
0.00081600,49.36023000
0.00083200,45.95226000
0.00084800,47.65625000
0.00086400,44.25443000
0.00088000,45.95226000
0.00089600,39.14247000
0.00091200,42.55044000
0.00092800,37.44463000
0.00094400,39.14247000
0.00096000,34.03666000
0.00097600,35.74065000
0.00099200,30.63484000
0.00100800,32.33883000
0.00102400,27.23302000
0.00104000,28.93085000
0.00105600,22.12721000
0.00107200,23.82505000
0.00108800,18.71924000
0.00110400,20.42323000
0.00112000,13.61343000
0.00113600,15.31742000
0.00115200,10.21161000
0.00116800,10.21161000
0.00118400,5.10580700
0.00120000,5.10580700
0.00121600,0.00000000
0.00123200,0.00000000
0.00124800,-5.10580700
0.00126400,-5.10580700
0.00128000,-10.21161000
0.00129600,-10.21161000
0.00131200,-15.31742000
