Time,Channel A
(ms),(mV)

0.00000000,-8.50762700
0.00001600,-8.50762700
0.00003200,-11.90945000
0.00004800,-11.90945000
0.00006400,-15.31742000
0.00008000,-15.31742000
0.00009600,-18.71924000
0.00011200,-17.01525000
0.00012800,-22.12721000
0.00014400,-20.42323000
0.00016000,-23.82505000
0.00017600,-23.82505000
0.00019200,-27.23302000
0.00020800,-27.23302000
0.00022400,-28.93085000
0.00024000,-28.93085000
0.00025600,-30.63484000
0.00027200,-32.33883000
0.00028800,-34.03666000
0.00030400,-32.33883000
0.00032000,-35.74065000
0.00033600,-34.03666000
0.00035200,-37.44463000
0.00036800,-34.03666000
0.00038400,-39.14247000
0.00040000,-35.74065000
0.00041600,-39.14247000
0.00043200,-35.74065000
0.00044800,-40.84645000
0.00046400,-37.44463000
0.00048000,-39.14247000
0.00049600,-35.74065000
0.00051200,-39.14247000
0.00052800,-37.44463000
0.00054400,-37.44463000
0.00056000,-37.44463000
0.00057600,-35.74065000
0.00059200,-35.74065000
0.00060800,-35.74065000
0.00062400,-34.03666000
0.00064000,-34.03666000
0.00065600,-32.33883000
0.00067200,-32.33883000
0.00068800,-30.63484000
0.00070400,-30.63484000
0.00072000,-27.23302000
0.00073600,-28.93085000
0.00075200,-25.52903000
0.00076800,-25.52903000
0.00078400,-22.12721000
0.00080000,-23.82505000
0.00081600,-20.42323000
0.00083200,-18.71924000
0.00084800,-18.71924000
0.00086400,-15.31742000
0.00088000,-15.31742000
0.00089600,-11.90945000
0.00091200,-11.90945000
0.00092800,-8.50762700
0.00094400,-8.50762700
0.00096000,-5.10580700
0.00097600,-5.10580700
0.00099200,-1.69783400
0.00100800,-1.69783400
0.00102400,1.69783400
0.00104000,1.69783400
0.00105600,5.10580700
0.00107200,6.80364100
0.00108800,10.21161000
0.00110400,8.50762700
0.00112000,11.90945000
0.00113600,11.90945000
0.00115200,17.01525000
0.00116800,15.31742000
0.00118400,20.42323000
0.00120000,18.71924000
0.00121600,22.12721000
0.00123200,22.12721000
0.00124800,25.52903000
